Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,12459.540039,12580.349609,12404.820313,12474.519531,12474.519531,327200000
2007-01-04,12473.160156,12510.410156,12403.860352,12480.690430,12480.690430,259060000
2007-01-05,12480.049805,12480.129883,12365.410156,12398.009766,12398.009766,235220000
2007-01-08,12392.009766,12445.919922,12337.370117,12423.490234,12423.490234,223500000
2007-01-09,12424.769531,12466.429688,12369.169922,12416.599609,12416.599609,225190000
2007-01-10,12417.000000,12451.610352,12355.629883,12442.160156,12442.160156,226570000
2007-01-11,12442.959961,12544.459961,12442.959961,12514.980469,12514.980469,261720000
2007-01-12,12514.660156,12561.040039,12489.660156,12556.080078,12556.080078,256530000
2007-01-16,12555.839844,12585.080078,12538.929688,12582.589844,12582.589844,242720000
2007-01-17,12571.459961,12614.000000,12550.549805,12577.150391,12577.150391,272720000
2007-01-18,12575.059570,12611.910156,12547.339844,12567.929688,12567.929688,250690000
2007-01-19,12567.929688,12586.839844,12523.549805,12565.530273,12565.530273,287480000
2007-01-22,12565.530273,12572.580078,12450.889648,12477.160156,12477.160156,293400000
2007-01-23,12477.809570,12554.230469,12468.349609,12533.799805,12533.799805,236760000
2007-01-24,12534.370117,12623.450195,12531.080078,12621.769531,12621.769531,216920000
2007-01-25,12621.769531,12622.650391,12487.339844,12502.559570,12502.559570,275780000
2007-01-26,12503.280273,12539.089844,12431.339844,12487.019531,12487.019531,247020000
2007-01-29,12487.099609,12542.700195,12481.490234,12490.780273,12490.780273,234510000
2007-01-30,12492.230469,12538.450195,12459.459961,12523.309570,12523.309570,244040000
2007-01-31,12520.030273,12657.019531,12505.200195,12621.690430,12621.690430,258410000
2007-02-01,12617.200195,12682.570313,12616.080078,12673.679688,12673.679688,235130000
2007-02-02,12673.839844,12683.929688,12638.349609,12653.490234,12653.490234,203610000
2007-02-05,12653.410156,12681.209961,12629.860352,12661.740234,12661.740234,204140000
2007-02-06,12661.660156,12680.570313,12633.940430,12666.309570,12666.309570,201010000
2007-02-07,12656.860352,12700.280273,12630.500000,12666.870117,12666.870117,194020000
2007-02-08,12665.669922,12665.830078,12575.860352,12637.629883,12637.629883,193820000
2007-02-09,12638.030273,12675.679688,12545.099609,12580.830078,12580.830078,220330000
2007-02-12,12580.110352,12607.509766,12536.209961,12552.549805,12552.549805,174980000
2007-02-13,12549.190430,12658.219727,12549.190430,12654.849609,12654.849609,204940000
2007-02-14,12651.290039,12759.400391,12651.209961,12741.860352,12741.860352,210880000
2007-02-15,12741.700195,12779.030273,12728.719727,12765.009766,12765.009766,183280000
2007-02-16,12764.129883,12769.169922,12744.019531,12767.570313,12767.570313,243560000
2007-02-20,12766.849609,12795.929688,12704.679688,12786.639648,12786.639648,205760000
2007-02-21,12782.870117,12782.870117,12707.169922,12738.410156,12738.410156,213470000
2007-02-22,12735.769531,12763.730469,12650.610352,12686.019531,12686.019531,206860000
2007-02-23,12679.889648,12682.129883,12628.019531,12647.480469,12647.480469,215430000
2007-02-26,12647.879883,12697.230469,12608.469727,12632.259766,12632.259766,230080000
2007-02-27,12628.900391,12629.379883,12086.059570,12216.240234,12216.240234,393300000
2007-02-28,12214.919922,12353.469727,12186.040039,12268.629883,12268.629883,412820000
2007-03-01,12268.629883,12289.219727,12059.540039,12234.339844,12234.339844,372010000
2007-03-02,12233.780273,12247.400391,12107.370117,12114.099609,12114.099609,315180000
2007-03-05,12111.610352,12188.839844,12039.110352,12050.410156,12050.410156,278770000
2007-03-06,12051.169922,12224.410156,12050.610352,12207.589844,12207.589844,278810000
2007-03-07,12204.459961,12256.940430,12178.990234,12192.450195,12192.450195,263540000
2007-03-08,12193.330078,12303.639648,12193.330078,12260.700195,12260.700195,241070000
2007-03-09,12262.059570,12330.879883,12228.500000,12276.320313,12276.320313,211040000
2007-03-12,12275.679688,12349.950195,12246.519531,12318.620117,12318.620117,219580000
2007-03-13,12307.490234,12307.570313,12071.480469,12075.959961,12075.959961,312340000
2007-03-14,12074.519531,12142.940430,11939.610352,12133.400391,12133.400391,333450000
2007-03-15,12133.160156,12188.120117,12105.919922,12159.679688,12159.679688,232600000
2007-03-16,12159.679688,12190.360352,12082.129883,12110.410156,12110.410156,388660000
2007-03-19,12110.410156,12234.669922,12110.410156,12226.169922,12226.169922,208480000
2007-03-20,12226.809570,12294.030273,12213.110352,12288.099609,12288.099609,196620000
2007-03-21,12288.980469,12480.450195,12263.509766,12447.519531,12447.519531,246000000
2007-03-22,12446.719727,12476.280273,12408.509766,12461.139648,12461.139648,232700000
2007-03-23,12460.500000,12511.049805,12448.650391,12481.009766,12481.009766,206410000
